kp_0_x,kp_0_y,kp_1_x,kp_1_y,kp_2_x,kp_2_y,kp_3_x,kp_3_y,kp_4_x,kp_4_y,kp_5_x,kp_5_y,kp_6_x,kp_6_y,kp_7_x,kp_7_y,kp_8_x,kp_8_y,kp_9_x,kp_9_y,kp_10_x,kp_10_y,kp_11_x,kp_11_y,kp_12_x,kp_12_y,kp_13_x,kp_13_y,kp_14_x,kp_14_y,kp_15_x,kp_15_y,kp_16_x,kp_16_y,angle,aspect_ratio,label
0.42936954941860467,0.11381380898611886,0.4869115075399709,0.09276866912841797,0.37957905614098836,0.09339823041643415,0.5865123660065407,0.10681138719831194,0.31473559002543605,0.10996764046805245,0.7311855582303779,0.23358569826398576,0.23564680232558138,0.24267210279192244,0.9128517328306686,0.3843652180262974,0.14953187454578487,0.4007170540945871,0.8866023573764535,0.5327185222080776,0.09390187817950581,0.5450190135410854,0.6655869594840116,0.5376685006277901,0.3416194472202035,0.540592874799456,0.7122731763263082,0.7681824820382255,0.32285610465116277,0.7687993730817523,0.774330316587936,0.9563307080950055,0.3512260969295058,0.9551792144775391,1.4749383421206754,0.38392857142857145,0
0.4257542809774709,0.11223915645054408,0.48401162790697677,0.09141567775181361,0.37611566587936046,0.09184210641043526,0.5829808434774709,0.10658972603934151,0.30975625681322677,0.10913896560668945,0.7249770053597384,0.23446042197091238,0.22408276934956395,0.24330963407244002,0.9032805686773255,0.3861218179975237,0.13348388671875,0.4029135022844587,0.8860729128815407,0.5352517536708287,0.08455498273982558,0.5498745100838798,0.6628687658975291,0.5400084768022809,0.33412063953488375,0.5431393214634487,0.7215661337209303,0.7724571228027344,0.31720680414244184,0.7731403623308454,0.792381109193314,0.9603591646466937,0.34734681595203487,0.9592443193708148,1.7411389982820913,0.38392857142857145,0
0.4419896325399709,0.11771500849090846,0.5009609488553779,0.09697135992809734,0.39137019667514533,0.09741224440853152,0.5996618936228197,0.11206648835038717,0.32282913562863375,0.11461308572144635,0.7389597338299418,0.23878708560909845,0.23532175463299418,0.2477805213590639,0.9192249386809593,0.3891281533030282,0.14252560637718023,0.4058313960522677,0.9087112781613372,0.5384283825359514,0.08933843568313954,0.553352423473797,0.6800622274709303,0.5425277304860343,0.34925026117369184,0.5459875596308075,0.7436835710392442,0.7722521756602599,0.33528882403706395,0.773188228100802,0.8214693291242733,0.9573838225508158,0.3699681481649709,0.9567636135405144,1.9925540712492884,0.3805309734513274,0
0.44438587535511365,0.11934539249965123,0.5019878040660511,0.09831796373639788,0.3940651633522727,0.09889575413295201,0.5979156494140625,0.1131159918648856,0.3256281072443182,0.11613287244524274,0.7350255792791193,0.2404076031276158,0.240478515625,0.25038303647722515,0.9150057705965909,0.3918369838169643,0.15186517888849432,0.41032062258039204,0.9115087335759943,0.5422188895089286,0.09775612571022728,0.5591412952968052,0.6806751598011364,0.5488759449550084,0.3561221036044034,0.5529435702732631,0.7532196044921875,0.7835219247000558,0.3510506369850852,0.7848834991455078,0.8347043124112216,0.9706576211111886,0.3878811922940341,0.9705062593732562,2.2568390572623183,0.39285714285714285,0
0.4236907958984375,0.11182921273367745,0.48251204057173297,0.09082106181553432,0.37666459517045453,0.09283556256975446,0.5873482444069602,0.10341521671840123,0.3229494961825284,0.1109933853149414,0.726104736328125,0.23023074013846262,0.25205854936079547,0.2451321738106864,0.8859114213423296,0.37622737884521484,0.1634493741122159,0.39662606375558035,0.9214657870205966,0.525888170514788,0.08556435324928978,0.5419740676879883,0.6777621182528409,0.5468235015869141,0.3690185546875,0.5530394826616559,0.7408211447975852,0.7747064317975726,0.36631636186079547,0.7777862548828125,0.8280265114524148,0.9673031398228237,0.4132662686434659,0.9685208456856864,2.4716762726518784,0.39285714285714285,0
0.4494696723090278,0.11982443480365045,0.5063137478298612,0.09886736574426161,0.40025092230902776,0.09980402583569552,0.6024509006076388,0.11227660052544247,0.33629286024305555,0.1166124597059942,0.7402764214409723,0.2357416743725802,0.25877821180555555,0.24832977024854813,0.9230197482638889,0.3812308522452295,0.17168375651041667,0.4051194992740597,0.9236002604166667,0.5271598343300609,0.11073269314236112,0.553591702891662,0.6970648871527778,0.5410584981462597,0.3803561740451389,0.5463991418349005,0.7847100151909723,0.7721241638723728,0.3823906792534722,0.7743871908272262,0.8746907552083333,0.9543675785571073,0.4204779730902778,0.9549900831374447,2.960594502745641,0.39823008849557523,0
0.45475968070652173,0.12099193471722898,0.5109332540760869,0.0999822025805448,0.40637339716372284,0.10110352102634126,0.6051662279211957,0.11343302768943585,0.34400608228600543,0.118352299242948,0.7364302925441576,0.23636904016005256,0.2705847698709239,0.24943934077710178,0.9107931385869565,0.3789506760318722,0.17768793520720108,0.40215429795526825,0.9125936756963315,0.5226806370557937,0.11008751910665761,0.5479374438260509,0.6951705269191576,0.5379091786072318,0.39036361030910327,0.5436057706849765,0.7809620732846467,0.7639447777672151,0.40447998046875,0.7665303998288855,0.8629283075747283,0.9441320368673949,0.4459998089334239,0.9451057636632328,3.0713701966760327,0.40707964601769914,0
0.45860595703125,0.12157554964048672,0.5156724717881944,0.10035766331495437,0.40814073350694446,0.10184215444379148,0.6102932400173611,0.11344058956720132,0.3429144965277778,0.11931535838979536,0.7466145833333333,0.2360876302803512,0.26739366319444446,0.25070879100698285,0.9261827256944445,0.37800753433092504,0.1758327907986111,0.4034888343473451,0.9290188259548611,0.5223373818186532,0.1124233669704861,0.5475935134212527,0.7064887152777778,0.5378535447922428,0.3936699761284722,0.5442968047825636,0.7900933159722222,0.7647852264674364,0.41056586371527776,0.7680948983251521,0.8657050238715278,0.9444839342505531,0.45481635199652776,0.9464109977789684,3.297982432106335,0.39823008849557523,0
0.4608222113715278,0.1129138810294015,0.5153171115451389,0.09137460163661412,0.4073757595486111,0.09322329929896764,0.6017835828993056,0.10505274363926478,0.33297119140625,0.11162989480154854,0.7353542751736111,0.2293175288609096,0.2505289713541667,0.245574951171875,0.9235744900173611,0.3721949713570731,0.16250813802083333,0.4011844907488142,0.9274509006076389,0.5156151226588658,0.10083414713541666,0.5445373398917062,0.6987345377604167,0.5350179672241211,0.3829196506076389,0.5427476337977818,0.7827663845486111,0.7652247292654855,0.4092624240451389,0.7700072697230748,0.8522610134548612,0.9455370221819196,0.4558132595486111,0.9500451769147601,3.6520574413107685,0.4017857142857143,0
0.44990098741319445,0.11435869761875697,0.5053141276041667,0.09252909251621791,0.3961656358506944,0.09451654979160853,0.5940470377604167,0.10635682514735631,0.32279866536458335,0.11323799405779157,0.7313747829861111,0.23117446899414062,0.24222954644097222,0.2480579103742327,0.9194783528645833,0.37396158490862164,0.15483805338541667,0.40518011365618023,0.9261786566840278,0.5165279933384487,0.10649007161458333,0.5489034652709961,0.6992146809895833,0.5354518890380859,0.3803738064236111,0.5433067594255719,0.7794623480902778,0.7621383666992188,0.39979790581597224,0.7668507439749581,0.8432196723090277,0.9439646857125419,0.44656168619791664,0.9479138510567802,4.062808806327468,0.4017857142857143,0
