1,0,1.2667
2,33,1.103
3,66,0.95915
4,100,0.97431
5,133,1.2989
6,166,1.1381
7,200,1.025
8,233,0.9709
9,266,0.91995
10,300,1.0023
11,333,1.0085
12,367,0.92731
13,400,0.88156
14,433,1.0165
15,467,1.1209
16,500,0.98764
17,533,0.97582
18,567,1.008
19,600,1.135
20,634,1.299
21,667,1.2725
22,700,0.93133
23,734,1.0002
24,767,1.3035
25,800,1.0504
26,834,0.92063
27,867,0.95197
28,900,0.53219
29,934,0.41144
30,967,0.34035
31,1001,0.91061
32,1034,0.74885
33,1067,1.1178
34,1101,1.1186
35,1134,1.2853
36,1167,0.83678
37,1201,0.76214
38,1234,1.3178
39,1268,1.3668
40,1301,1.3461
41,1334,1.2979
42,1368,1.1983
43,1401,1.1415
44,1434,1.0691
45,1468,0.97977
46,1501,0.90687
47,1534,0.83738
48,1568,0.85621
49,1601,0.84379
50,1635,0.81685
51,1668,0.85256
52,1701,0.90795
53,1735,0.98608
54,1768,0.9732
55,1801,0.94146
56,1835,0.93766
57,1868,0.95717
58,1902,1.0249
59,1935,1.1102
60,1968,0.91203
61,2002,0.86572
62,2035,0.59954
63,2068,0.43853
64,2102,0.28031
65,2135,0.15783
66,2168,3.3109
67,2202,2.9423
68,2235,1.904
69,2269,1.2869
70,2302,1.2242
71,2335,1.0626
72,2369,2.0478
73,2402,2.5825
74,2435,3.3607
75,2469,4.533
76,2502,3.5786
77,2536,1.3921
78,2569,1.1331
79,2602,0.88055
80,2636,0.8294
81,2669,0.93831
82,2702,1.1624
83,2736,1.2806
84,2769,1.1817
85,2802,1.0894
