1,0,0.99651
2,33,0.89838
3,66,1.0066
4,100,1.0147
5,133,0.98219
6,166,0.99818
7,200,0.98672
8,233,0.98651
9,266,0.98048
10,300,1.0025
11,333,0.99334
12,367,0.96835
13,400,0.9596
14,433,0.99096
15,467,0.99287
16,500,1.0166
17,533,0.98735
18,567,0.97719
19,600,1.0292
20,634,0.99125
21,667,0.99357
22,700,0.9914
23,734,0.9981
24,767,0.99539
25,800,1.0087
26,834,0.99596
27,867,1.039
28,900,1.0709
29,934,1.1744
30,967,1.0571
31,1001,1.2514
32,1034,1.1812
33,1067,1.4555
34,1101,1.4556
35,1134,1.1853
36,1167,1.0654
37,1201,0.93582
38,1234,0.8641
39,1268,0.87526
40,1301,0.83527
41,1334,0.78224
42,1368,0.65009
43,1401,0.61172
44,1434,0.6245
45,1468,0.60608
46,1501,0.75703
47,1534,0.73375
48,1568,0.36655
49,1601,0.92805
50,1635,1.0921
51,1668,0.98301
52,1701,1.3006
53,1735,1.5889
54,1768,1.366
55,1801,4.436
56,1835,2.2672
57,1868,2.7793
58,1902,0.47421
59,1935,2.0738
60,1968,1.527
61,2002,1.25
62,2035,1.222
63,2068,0.94902
64,2102,1.0094
65,2135,1.264
66,2168,1.2912
67,2202,1.0583
68,2235,1.0351
69,2269,1.0941
70,2302,1.1193
