1,0,0.98568
2,33,1.0385
3,66,1.0314
4,100,0.98567
5,133,1.0115
6,166,0.92139
7,200,0.96669
8,233,1.0591
9,266,1.0003
10,300,0.94301
11,333,1.0382
12,367,0.93441
13,400,0.97468
14,433,0.91423
15,467,0.9524
16,500,0.98447
17,533,0.97443
18,567,0.95323
19,600,0.9549
20,634,1.1756
21,667,1.2012
22,700,1.1916
23,734,1.0264
24,767,0.99954
25,800,1.0396
26,834,0.89823
27,867,0.89585
28,900,0.94163
29,934,0.97013
30,967,0.88358
31,1001,0.90595
32,1034,0.97422
33,1067,0.98919
34,1101,0.99251
35,1134,1.0867
36,1167,1.1641
37,1201,0.69346
38,1234,0.34652
39,1268,0.67905
40,1301,0.67524
41,1334,0.53916
42,1368,0.60939
43,1401,0.71511
44,1434,1.0015
45,1468,0.99316
46,1501,1.4749
47,1534,1.5921
48,1568,1.5566
49,1601,1.541
50,1635,1.4214
51,1668,1.3228
52,1701,1.242
53,1735,1.2356
54,1768,1.249
55,1801,1.2437
56,1835,1.468
57,1868,0.81343
58,1902,0.98789
59,1935,0.88946
60,1968,0.97972
61,2002,0.90762
62,2035,0.87975
63,2068,0.85598
64,2102,0.81625
65,2135,0.74731
66,2168,0.98537
67,2202,1.1231
68,2235,1.4896
69,2269,0.9485
70,2302,1.1406
71,2335,1.9703
72,2369,2.5214
73,2402,1.8355
74,2435,1.6041
75,2469,1.3171
76,2502,2.0404
77,2536,0.55504
78,2569,2.3183
79,2602,8.4006
80,2636,3.2764
81,2669,0.49531
82,2702,0.81808
83,2736,0.99759
84,2769,0.87749
85,2802,0.67915
86,2836,1.0073
87,2869,1.7058
88,2903,1.7329
89,2936,1.9893
90,2969,1.277
91,3003,1.0613
92,3036,0.99617
93,3069,0.93183
94,3103,0.97059
95,3136,1.0996
96,3170,1.215
97,3203,1.2517
98,3236,1.0745
99,3270,1.0398
