1,0,1.0904
2,33,1.135
3,66,1.1132
4,100,1.1727
5,133,1.0775
6,166,0.88734
7,200,0.88734
8,233,0.76847
9,266,0.76852
10,300,1.0446
11,333,1.0687
12,367,1.0699
13,400,1.0438
14,433,1.0332
15,467,0.9417
16,500,0.86771
17,533,0.86771
18,567,0.87822
19,600,0.85995
20,634,0.85647
21,667,1.6557
22,700,1.1186
23,734,0.93873
24,767,0.99691
25,800,1.0357
26,834,1.0437
27,867,1.0751
28,900,1.1756
29,934,0.9948
30,967,0.9948
31,1001,0.93468
32,1034,0.91602
33,1067,0.87656
34,1101,0.89915
35,1134,0.93335
36,1167,1.0106
37,1201,0.91871
38,1234,0.98845
39,1268,1.3989
40,1301,1.1455
41,1334,1.0176
42,1368,0.92398
43,1401,1.129
44,1434,1.1048
45,1468,0.95404
46,1501,0.90987
47,1535,0.87539
48,1568,0.86611
49,1601,0.85204
50,1635,0.84527
51,1668,0.84527
52,1701,0.94364
53,1735,0.96307
54,1768,1.0693
55,1801,0.94549
56,1835,0.85853
57,1868,2.0751
58,1902,1.0785
59,1935,0.79891
60,1968,0.5291
61,2002,1.2292
62,2035,1.1043
63,2068,1.0573
64,2102,1.0218
65,2135,1.005
66,2169,1.0131
67,2202,1.1066
68,2235,1.1066
69,2269,0.95293
70,2302,1.1356
71,2335,1.0195
72,2369,1.0046
73,2402,1.0056
74,2435,1.0056
75,2469,0.98573
76,2502,0.92271
77,2536,0.77954
78,2569,0.73089
79,2602,1.2792
80,2636,1.1769
81,2669,1.1924
82,2702,1.0847
83,2736,0.94736
84,2769,1.0898
85,2803,1.0898
86,2836,0.91383
87,2869,0.99221
88,2903,0.87834
89,2936,0.87061
90,2969,1.0266
91,3003,0.85815
92,3036,0.78767
93,3069,0.80456
94,3103,0.59535
95,3136,0.59535
96,3170,1.121
97,3203,0.96963
98,3236,1.012
99,3270,0.98316
100,3303,1.054
101,3336,0.98759
102,3370,0.67808
103,3403,0.56583
104,3437,1.4022
105,3470,1.3084
106,3503,1.3084
107,3537,0.94152
108,3570,0.69251
109,3603,11.401
110,3637,3.9558
111,3671,2.9496
112,3705,1.4584
113,3739,1.6528
114,3773,0.85448
115,3807,2.1389
116,3841,2.6903
117,3875,2.4799
118,3909,0.88739
119,3943,1.3076
120,3977,1.7736
121,4011,1.2281
122,4045,0.99678
123,4079,1.3353
124,4113,1.3353
125,4147,1.1251
126,4181,1.2231
127,4215,1.2963
128,4249,1.3439
129,4283,1.1269
130,4317,1.1352
131,4351,1.203
132,4385,1.3276
133,4419,1.3276
134,4453,0.75137
135,4487,1.3108
136,4521,1.1028
137,4555,0.57771
138,4589,1.045
139,4623,1.2767
140,4657,1.1037
141,4691,1.146
142,4725,1.0991
143,4759,1.0616
144,4793,1.08
145,4827,1.1985
146,4861,1.1267
147,4895,1.1222
148,4929,1.0654
149,4963,1.0654
150,4997,1.1037
151,5031,1.1037
