1,0,1.0608
2,33,1.0398
3,66,1.0621
4,100,1.0514
5,133,1.0328
6,166,1.0396
7,200,1.0487
8,233,1.1042
9,266,1.1176
10,300,1.0776
11,333,1.0923
12,367,1.1293
13,400,1.1436
14,433,1.1475
15,467,1.1561
16,500,1.2484
17,533,1.31
18,567,1.3125
19,600,1.3514
20,634,1.1711
21,667,1.0157
22,700,0.83903
23,734,0.63242
24,767,0.31538
25,800,0.297
26,834,0.47844
27,867,0.59297
28,900,0.27033
29,934,1.5359
30,967,0.37856
31,1001,1.4009
32,1034,1.5362
33,1067,1.9274
34,1101,8.2196
35,1134,6.8554
36,1167,3.3965
37,1201,2.3932
38,1234,1.396
39,1268,1.1438
40,1301,1.1628
41,1334,1.1604
42,1368,1.1412
43,1401,1.2012
44,1434,1.0373
45,1468,1.1886
46,1501,1.0799
47,1534,0.92306
48,1568,1.0465
49,1601,1.0537
50,1635,1.0982
51,1668,1.0755
52,1701,1.0834
53,1735,1.1006
54,1768,1.1121
55,1801,1.0619
56,1835,1.0744
