1,0,1.0266
2,33,1.0279
3,66,1.0473
4,100,1.0284
5,133,0.99718
6,166,1.0216
7,200,1.3029
8,233,1.5557
9,266,1.4482
10,300,1.4482
11,333,1.1893
12,367,0.93399
13,400,0.47391
14,433,0.60963
15,467,0.80101
16,500,1.1901
17,533,1.1563
18,567,1.094
19,600,1.0785
20,634,1.0662
21,667,1.0662
22,700,0.99947
23,734,0.91591
24,767,0.89611
25,800,0.90094
26,834,0.96001
27,867,1.0642
28,900,0.84693
29,934,0.99824
30,967,1.0625
31,1001,1.3076
32,1034,0.83426
33,1067,0.83426
34,1101,0.88671
35,1134,1.0981
36,1167,1.2618
37,1201,0.94766
38,1234,1.004
39,1268,1.004
40,1301,1.0279
41,1334,1.0264
42,1368,1.0388
43,1401,0.94666
44,1434,0.91229
45,1468,0.9951
46,1501,1.1654
47,1534,1.0538
48,1568,1.0218
49,1601,1.1265
50,1635,1.1265
51,1668,1.0645
52,1701,1.0619
53,1735,1.0211
54,1768,1.0162
55,1801,1.0162
56,1835,0.94343
57,1868,1.3319
58,1902,1.3733
59,1935,1.2867
60,1968,1.344
61,2002,1.2601
62,2035,1.1574
63,2068,1.0944
64,2102,1.0524
65,2135,1.0549
66,2168,1.1194
67,2202,1.1194
68,2235,1.1097
69,2269,1.1089
70,2302,1.0697
71,2335,1.1585
72,2369,1.1082
73,2402,1.0807
74,2435,1.0717
75,2469,1.0562
76,2502,1.0562
77,2536,1.0399
78,2569,1.0846
79,2602,1.0749
80,2636,1.1254
81,2669,1.069
82,2702,1.093
83,2736,1.0967
84,2769,1.076
85,2802,1.1089
86,2836,1.0788
87,2869,1.0788
88,2903,1.1013
89,2936,1.0975
90,2969,1.0985
91,3003,1.0987
92,3036,1.0807
93,3069,1.0807
94,3103,1.0987
95,3136,1.0786
96,3170,1.0804
97,3203,1.0908
98,3236,1.0946
99,3270,1.0538
100,3303,1.0886
101,3336,1.1208
102,3370,1.0969
103,3403,1.1009
104,3437,1.1311
105,3470,1.1311
106,3503,1.1147
107,3537,1.1204
108,3570,1.1122
109,3603,1.2915
110,3637,1.0767
111,3670,1.0767
112,3703,1.2057
113,3737,1.1787
114,3770,1.1135
115,3804,1.0852
116,3837,1.0852
117,3870,1.0556
118,3904,1.0215
119,3937,1.0533
120,3970,1.07
121,4004,1.1023
122,4037,1.0739
123,4071,1.0957
124,4104,1.0912
125,4137,1.0423
126,4171,0.92233
127,4204,0.97142
128,4237,1.0141
129,4271,0.89543
130,4304,0.87189
131,4337,0.96897
132,4371,0.82375
133,4404,0.82375
134,4438,0.7167
135,4471,0.70086
136,4504,0.87539
137,4538,0.87539
138,4571,0.90383
139,4604,1.0337
140,4638,1.0333
141,4671,1.1023
142,4705,1.2454
143,4738,1.1754
144,4771,1.1765
145,4805,1.8762
146,4838,2.1925
147,4871,2.2043
148,4905,1.0457
149,4938,0.21787
150,4971,0.21787
151,5005,8.1699
152,5038,2.0215
153,5072,1.3867
154,5105,0.81637
155,5138,0.90468
156,5172,1.4168
157,5205,2.2287
158,5238,1.0687
159,5272,1.3232
160,5305,1.117
161,5339,1.117
162,5372,1.3892
163,5405,1.4766
164,5439,1.2427
165,5472,1.0391
166,5505,1.0391
167,5539,1.0205
168,5572,1.2275
169,5605,1.2475
170,5639,1.1717
171,5672,1.0211
172,5706,1.0211
173,5739,0.96822
174,5772,0.94573
175,5806,1.1096
176,5839,1.1203
177,5872,1.1346
178,5906,1.3001
179,5939,1.3241
180,5973,1.173
181,6006,1.173
182,6039,1.0266
183,6073,1.0207
184,6106,1.1009
185,6139,1.0997
